Year,Region,State,District,Lat,Lon,Rainfall_IMD_mm,Soil_Moisture_Historical,Mean_Temp_Historical,NDVI_Vegetation_Index,Soil_pH,Soil_Type,Nitrogen,Phosphorus,Potassium,Recommended_Crop,Historical_MSP_INR
2022,South_India,Tamil Nadu,Dindigul,10.25,78.0,1444.6,0.25,25.0,0.91,6.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Dindigul,10.25,78.0,1220.9,0.25,25.0,0.83,6.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Dindigul,10.25,78.0,1231.3,0.25,25.0,0.84,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Erode,11.25,77.75,787.1,0.25,25.0,0.69,6.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Tamil Nadu,Erode,11.25,77.75,310.8,0.25,25.0,0.53,6.3,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2017,South_India,Tamil Nadu,Erode,11.25,77.75,653.7,0.25,25.0,0.64,6.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Erode,11.25,77.75,630.5,0.25,25.0,0.64,7.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Erode,11.25,77.75,648.3,0.25,25.0,0.64,5.8,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Erode,11.25,77.75,716.0,0.25,25.0,0.66,6.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Erode,11.25,77.75,1038.1,0.25,25.0,0.77,6.0,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Erode,11.25,77.75,1006.2,0.25,25.0,0.76,5.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Erode,11.25,77.75,694.4,0.25,25.0,0.66,6.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Erode,11.25,77.75,785.0,0.25,25.0,0.69,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Kallakurichi,11.75,79.0,1101.1,0.25,25.0,0.79,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Kallakurichi,11.75,79.0,540.4,0.25,25.0,0.61,7.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Kallakurichi,11.75,79.0,880.1,0.25,25.0,0.72,7.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Kallakurichi,11.75,79.0,706.2,0.25,25.0,0.66,6.0,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Kallakurichi,11.75,79.0,1023.8,0.25,25.0,0.77,6.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Kallakurichi,11.75,79.0,957.5,0.25,25.0,0.74,6.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Kallakurichi,11.75,79.0,1077.6,0.25,25.0,0.78,6.9,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Kallakurichi,11.75,79.0,956.5,0.25,25.0,0.74,6.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Kallakurichi,11.75,79.0,895.7,0.25,25.0,0.72,6.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Kallakurichi,11.75,79.0,970.1,0.25,25.0,0.75,6.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Kanchipuram,12.75,79.75,2592.1,0.25,25.0,0.93,6.7,Red & Laterite / Alfisols,Low,Medium,High,Jute,2700
2016,South_India,Tamil Nadu,Kanchipuram,12.75,79.75,864.0,0.25,25.0,0.71,6.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Kanchipuram,12.75,79.75,1160.5,0.25,25.0,0.81,5.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Kanchipuram,12.75,79.75,944.1,0.25,25.0,0.74,5.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Kanchipuram,12.75,79.75,1038.8,0.25,25.0,0.77,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2020,South_India,Tamil Nadu,Kanchipuram,12.75,79.75,1138.7,0.25,25.0,0.8,5.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Kanchipuram,12.75,79.75,1522.4,0.25,25.0,0.93,7.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Kanchipuram,12.75,79.75,1308.4,0.25,25.0,0.86,6.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Kanchipuram,12.75,79.75,1124.1,0.25,25.0,0.8,6.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Kanchipuram,12.75,79.75,1249.2,0.25,25.0,0.84,6.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Kanyakumari,8.0,77.5,-364635.0,0.25,25.0,-121.12,6.4,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2016,South_India,Tamil Nadu,Kanyakumari,8.0,77.5,-365634.0,0.25,25.0,-121.45,5.5,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2017,South_India,Tamil Nadu,Kanyakumari,8.0,77.5,-364635.0,0.25,25.0,-121.12,5.6,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2018,South_India,Tamil Nadu,Kanyakumari,8.0,77.5,-364635.0,0.25,25.0,-121.12,7.0,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2019,South_India,Tamil Nadu,Kanyakumari,8.0,77.5,-364635.0,0.25,25.0,-121.12,7.1,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2020,South_India,Tamil Nadu,Kanyakumari,8.0,77.5,-365634.0,0.25,25.0,-121.45,5.8,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2021,South_India,Tamil Nadu,Kanyakumari,8.0,77.5,-364635.0,0.25,25.0,-121.12,6.9,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2022,South_India,Tamil Nadu,Kanyakumari,8.0,77.5,-364635.0,0.25,25.0,-121.12,6.1,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2023,South_India,Tamil Nadu,Kanyakumari,8.0,77.5,-364635.0,0.25,25.0,-121.12,7.3,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2024,South_India,Tamil Nadu,Kanyakumari,8.0,77.5,-365634.0,0.25,25.0,-121.45,6.5,Red & Laterite / Alfisols,Low,Medium,High,Muskmelon,0
2015,South_India,Tamil Nadu,Karur,11.0,78.0,839.6,0.25,25.0,0.7,6.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Tamil Nadu,Karur,11.0,78.0,286.9,0.25,25.0,0.52,5.6,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2017,South_India,Tamil Nadu,Karur,11.0,78.0,800.6,0.25,25.0,0.69,6.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Karur,11.0,78.0,514.5,0.25,25.0,0.6,6.0,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2019,South_India,Tamil Nadu,Karur,11.0,78.0,502.3,0.25,25.0,0.59,7.2,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2020,South_India,Tamil Nadu,Karur,11.0,78.0,756.5,0.25,25.0,0.68,6.8,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Karur,11.0,78.0,866.8,0.25,25.0,0.71,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6025
2022,South_India,Tamil Nadu,Karur,11.0,78.0,804.5,0.25,25.0,0.69,5.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Karur,11.0,78.0,637.8,0.25,25.0,0.64,6.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Karur,11.0,78.0,912.5,0.25,25.0,0.73,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Krishnagiri,12.5,78.25,1105.3,0.25,25.0,0.79,5.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Krishnagiri,12.5,78.25,613.3,0.25,25.0,0.63,5.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Krishnagiri,12.5,78.25,1198.9,0.25,25.0,0.82,5.9,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Krishnagiri,12.5,78.25,523.3,0.25,25.0,0.6,6.2,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2019,South_India,Tamil Nadu,Krishnagiri,12.5,78.25,758.0,0.25,25.0,0.68,6.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Krishnagiri,12.5,78.25,990.8,0.25,25.0,0.76,7.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Krishnagiri,12.5,78.25,1219.5,0.25,25.0,0.83,6.9,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Krishnagiri,12.5,78.25,1349.6,0.25,25.0,0.87,7.0,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Krishnagiri,12.5,78.25,869.8,0.25,25.0,0.71,6.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Krishnagiri,12.5,78.25,1295.6,0.25,25.0,0.86,5.9,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Madurai,9.75,77.75,1234.0,0.25,25.0,0.84,5.9,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Madurai,9.75,77.75,492.4,0.25,25.0,0.59,6.1,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2017,South_India,Tamil Nadu,Madurai,9.75,77.75,955.2,0.25,25.0,0.74,6.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Madurai,9.75,77.75,788.6,0.25,25.0,0.69,6.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Madurai,9.75,77.75,624.6,0.25,25.0,0.63,7.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Madurai,9.75,77.75,982.9,0.25,25.0,0.75,5.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Madurai,9.75,77.75,1081.4,0.25,25.0,0.79,7.0,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Madurai,9.75,77.75,1000.4,0.25,25.0,0.76,7.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Madurai,9.75,77.75,1114.6,0.25,25.0,0.8,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Madurai,9.75,77.75,948.0,0.25,25.0,0.74,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Mayiladuthurai,11.0,79.75,1583.9,0.25,25.0,0.93,6.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Mayiladuthurai,11.0,79.75,566.5,0.25,25.0,0.61,6.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Mayiladuthurai,11.0,79.75,1469.2,0.25,25.0,0.91,6.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Mayiladuthurai,11.0,79.75,1065.4,0.25,25.0,0.78,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2019,South_India,Tamil Nadu,Mayiladuthurai,11.0,79.75,1372.7,0.25,25.0,0.88,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2020,South_India,Tamil Nadu,Mayiladuthurai,11.0,79.75,1422.5,0.25,25.0,0.9,7.0,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Mayiladuthurai,11.0,79.75,1837.7,0.25,25.0,0.93,6.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Mayiladuthurai,11.0,79.75,1154.5,0.25,25.0,0.81,6.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Mayiladuthurai,11.0,79.75,1304.1,0.25,25.0,0.86,5.9,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Mayiladuthurai,11.0,79.75,1593.8,0.25,25.0,0.93,6.7,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Nagapattinam,10.75,79.75,1857.5,0.25,25.0,0.93,7.3,Red & Laterite / Alfisols,Low,Medium,High,Jute,2700
2016,South_India,Tamil Nadu,Nagapattinam,10.75,79.75,695.4,0.25,25.0,0.66,5.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Nagapattinam,10.75,79.75,1767.4,0.25,25.0,0.93,5.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Nagapattinam,10.75,79.75,1198.9,0.25,25.0,0.82,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2019,South_India,Tamil Nadu,Nagapattinam,10.75,79.75,1475.1,0.25,25.0,0.92,5.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2020,South_India,Tamil Nadu,Nagapattinam,10.75,79.75,1505.2,0.25,25.0,0.93,5.9,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Nagapattinam,10.75,79.75,2244.5,0.25,25.0,0.93,6.1,Red & Laterite / Alfisols,Low,Medium,High,Jute,4500
2022,South_India,Tamil Nadu,Nagapattinam,10.75,79.75,1324.1,0.25,25.0,0.87,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Nagapattinam,10.75,79.75,1473.4,0.25,25.0,0.92,7.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Nagapattinam,10.75,79.75,1703.1,0.25,25.0,0.93,5.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Namakkal,11.25,78.25,950.6,0.25,25.0,0.74,5.8,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Tamil Nadu,Namakkal,11.25,78.25,444.1,0.25,25.0,0.57,7.1,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2017,South_India,Tamil Nadu,Namakkal,11.25,78.25,696.8,0.25,25.0,0.66,6.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Namakkal,11.25,78.25,391.4,0.25,25.0,0.56,7.5,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2019,South_India,Tamil Nadu,Namakkal,11.25,78.25,558.0,0.25,25.0,0.61,7.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Namakkal,11.25,78.25,704.5,0.25,25.0,0.66,5.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Namakkal,11.25,78.25,1069.0,0.25,25.0,0.78,7.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Namakkal,11.25,78.25,851.2,0.25,25.0,0.71,6.0,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Namakkal,11.25,78.25,584.1,0.25,25.0,0.62,6.0,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Namakkal,11.25,78.25,681.3,0.25,25.0,0.65,5.9,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Nilgiris,11.5,76.75,1826.5,0.25,25.0,0.93,7.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Nilgiris,11.5,76.75,769.9,0.25,25.0,0.68,7.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Nilgiris,11.5,76.75,1561.5,0.25,25.0,0.93,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Nilgiris,11.5,76.75,1482.5,0.25,25.0,0.92,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2019,South_India,Tamil Nadu,Nilgiris,11.5,76.75,1904.8,0.25,25.0,0.93,6.1,Red & Laterite / Alfisols,Low,Medium,High,Jute,3950
2020,South_India,Tamil Nadu,Nilgiris,11.5,76.75,1192.3,0.25,25.0,0.82,7.0,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Nilgiris,11.5,76.75,1846.4,0.25,25.0,0.93,5.9,Red & Laterite / Alfisols,Low,Medium,High,Jute,4500
2022,South_India,Tamil Nadu,Nilgiris,11.5,76.75,1735.4,0.25,25.0,0.93,6.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Nilgiris,11.5,76.75,1425.6,0.25,25.0,0.9,5.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Nilgiris,11.5,76.75,1831.8,0.25,25.0,0.93,6.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Perambalur,11.25,78.75,1235.4,0.25,25.0,0.84,7.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Perambalur,11.25,78.75,555.0,0.25,25.0,0.61,6.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Perambalur,11.25,78.75,1220.6,0.25,25.0,0.83,7.2,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Perambalur,11.25,78.75,643.9,0.25,25.0,0.64,6.0,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Perambalur,11.25,78.75,931.9,0.25,25.0,0.74,6.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Perambalur,11.25,78.75,1042.5,0.25,25.0,0.77,6.9,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Perambalur,11.25,78.75,1525.5,0.25,25.0,0.93,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Perambalur,11.25,78.75,1222.2,0.25,25.0,0.83,6.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Perambalur,11.25,78.75,869.1,0.25,25.0,0.71,5.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Perambalur,11.25,78.75,1008.9,0.25,25.0,0.76,6.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Pudukkottai,10.5,78.75,780.2,0.25,25.0,0.69,5.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4100
2016,South_India,Tamil Nadu,Pudukkottai,10.5,78.75,566.7,0.25,25.0,0.61,7.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Pudukkottai,10.5,78.75,787.4,0.25,25.0,0.69,5.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Pudukkottai,10.5,78.75,631.2,0.25,25.0,0.64,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Pudukkottai,10.5,78.75,891.4,0.25,25.0,0.72,6.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Pudukkottai,10.5,78.75,1137.2,0.25,25.0,0.8,6.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Pudukkottai,10.5,78.75,1491.2,0.25,25.0,0.92,6.8,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Pudukkottai,10.5,78.75,772.0,0.25,25.0,0.68,6.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Pudukkottai,10.5,78.75,936.6,0.25,25.0,0.74,5.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7020
2024,South_India,Tamil Nadu,Pudukkottai,10.5,78.75,1170.9,0.25,25.0,0.82,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Ramanathapuram,9.5,78.75,1031.5,0.25,25.0,0.77,6.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Ramanathapuram,9.5,78.75,388.6,0.25,25.0,0.55,7.3,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2017,South_India,Tamil Nadu,Ramanathapuram,9.5,78.75,512.3,0.25,25.0,0.6,5.5,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2018,South_India,Tamil Nadu,Ramanathapuram,9.5,78.75,560.9,0.25,25.0,0.61,6.0,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Ramanathapuram,9.5,78.75,965.2,0.25,25.0,0.75,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Ramanathapuram,9.5,78.75,810.1,0.25,25.0,0.7,7.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Ramanathapuram,9.5,78.75,1220.6,0.25,25.0,0.83,6.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Ramanathapuram,9.5,78.75,600.8,0.25,25.0,0.63,5.5,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Ramanathapuram,9.5,78.75,1125.5,0.25,25.0,0.8,6.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Ramanathapuram,9.5,78.75,937.9,0.25,25.0,0.74,7.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,7521
2015,South_India,Tamil Nadu,Ranipet,13.0,79.25,1429.2,0.25,25.0,0.9,7.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Ranipet,13.0,79.25,615.5,0.25,25.0,0.63,5.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Ranipet,13.0,79.25,906.7,0.25,25.0,0.73,5.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Ranipet,13.0,79.25,471.8,0.25,25.0,0.58,6.5,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2019,South_India,Tamil Nadu,Ranipet,13.0,79.25,1047.6,0.25,25.0,0.77,6.0,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2020,South_India,Tamil Nadu,Ranipet,13.0,79.25,1114.8,0.25,25.0,0.8,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2021,South_India,Tamil Nadu,Ranipet,13.0,79.25,1674.2,0.25,25.0,0.93,6.0,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2022,South_India,Tamil Nadu,Ranipet,13.0,79.25,1330.3,0.25,25.0,0.87,6.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2023,South_India,Tamil Nadu,Ranipet,13.0,79.25,1147.2,0.25,25.0,0.81,7.4,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2024,South_India,Tamil Nadu,Ranipet,13.0,79.25,1301.2,0.25,25.0,0.86,7.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Salem,11.75,78.25,1088.1,0.25,25.0,0.79,6.1,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Salem,11.75,78.25,616.5,0.25,25.0,0.63,6.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4160
2017,South_India,Tamil Nadu,Salem,11.75,78.25,1067.8,0.25,25.0,0.78,6.5,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2018,South_India,Tamil Nadu,Salem,11.75,78.25,618.9,0.25,25.0,0.63,6.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5450
2019,South_India,Tamil Nadu,Salem,11.75,78.25,866.1,0.25,25.0,0.71,7.3,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Salem,11.75,78.25,778.8,0.25,25.0,0.68,7.2,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5825
2021,South_India,Tamil Nadu,Salem,11.75,78.25,720.3,0.25,25.0,0.67,6.7,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6025
2022,South_India,Tamil Nadu,Salem,11.75,78.25,626.4,0.25,25.0,0.63,6.1,Red & Laterite / Alfisols,Low,Medium,High,Cotton,6380
2023,South_India,Tamil Nadu,Salem,11.75,78.25,483.2,0.25,25.0,0.59,6.8,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2024,South_India,Tamil Nadu,Salem,11.75,78.25,1036.7,0.25,25.0,0.77,6.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2015,South_India,Tamil Nadu,Sivaganga,9.75,78.75,1071.5,0.25,25.0,0.78,5.6,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
2016,South_India,Tamil Nadu,Sivaganga,9.75,78.75,353.0,0.25,25.0,0.54,5.5,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2017,South_India,Tamil Nadu,Sivaganga,9.75,78.75,658.6,0.25,25.0,0.64,7.4,Red & Laterite / Alfisols,Low,Medium,High,Cotton,4320
2018,South_India,Tamil Nadu,Sivaganga,9.75,78.75,425.1,0.25,25.0,0.57,6.2,Red & Laterite / Alfisols,Low,Medium,High,Watermelon,0
2019,South_India,Tamil Nadu,Sivaganga,9.75,78.75,963.3,0.25,25.0,0.75,5.6,Red & Laterite / Alfisols,Low,Medium,High,Cotton,5550
2020,South_India,Tamil Nadu,Sivaganga,9.75,78.75,1066.8,0.25,25.0,0.78,6.3,Red & Laterite / Alfisols,Low,Medium,High,Coffee,0
